message,sentiment,origin,emotion
"this is quite sneaky. this doesn't cover qwebview::setpage(0) for example, you'll still be attached to the old window. but given that this code shouldn't change too much in the future, calling updatewindow in all different setview/setpage isn't going to break less, so +2 anyway.",-1,SentiCR,
@phoenixx_2 no worries!,0,emothion_gold_standard,joy
don't repost your blog posts.,-1,emothion_gold_standard,anger
@bukes: that's disgraceful :(,-1,emothion_gold_standard,sadness
@tdiop your users will still hate losing their selection though!,-1,emothion_gold_standard,anger
"cosmetic: according to last changes related to tvb_captured_length and tvb_reported_length it is good point to start thinking about ""reported"" case (btsnoop format provide both frame length). in ""reported"" case we can have only part of frame: for example first 2 bytes. this dissector will fail at this line, so nothing will be dissected, but if you move lines 131-140,(169)171-181 directly before place when it will be use then we can dissect some fields. ""context"" can be filled somewhere about line current 202, ""rf_channel"" can be put between lines 144-145, ""aa_offenses"" can be fetch after 170 or where ""context"" is filled, the problem is ""flags"", but after moved it after line 147 you are able to decode ""btle_rf_channel"" field etc.",0,SentiCR,
"there are no unit tests for this function, making it difficult to ensure correctness. add test coverage before merging.",-1,GPT,
"the ""git commit"" line needs a continuation character to include the following '-m' line. however, you should be able to fold the entire commit message into one quoted string starting on the above line. be sure to leave the second line blank.",0,SentiCR,
where do these section come from - the linker feeling clever?,-1,SentiCR,
"i have this strange problem on my web page where if you click below the left side-panel, all the links get highlighted. it happens in firefox, not ie. i don't know why its only the side-panel that it happens to. its not really a big deal but its extremely annoying to me, is there any way to stop it? if you want to check it out, the site is",-1,emothion_gold_standard,anger
"yes, these queries are horrible. do a regular join instead.",-1,emothion_gold_standard,anger
you have my deepest sympathies. i feel your pain. i was trapped in that world for a while.,0,emothion_gold_standard,love
"thanks, i'll check them out. i'm loving that there's so many different answers to try out... if only i had the time to understand them all",0,emothion_gold_standard,love
i've tried several other ides (the last one was eclipse) but always come crying back. the thing i end up missing most is homesite's 'tag insight' for all the html tags.,-1,emothion_gold_standard,sadness
"i didn't find a solution. thus, i delomboked the source code and done it with plain vanilla java... sad :-(",-1,emothion_gold_standard,sadness
"`cat $(find $folder -name ""*.txt"")` that's terrible!",-1,emothion_gold_standard,anger
there is no ide work on my computer just devc++ and turboc and the two is too bad i want vc++ express or netbean c++ but nothing work ! i don't know why but i hate this situation it's too bad !:(,-1,emothion_gold_standard,anger
"i'm trying to bake my controllers but i keep getting the following error: it's making me frightfully sad, has anyone ever come across this?",-1,emothion_gold_standard,sadness
hint: possible incorrect use of apple-related terminology,0,SentiCR,
"you made an excellent point in a comment below, @railsson: you want to print â£s to display a specific currency, but employ that display using a japanese expression for financial numbers. i find it strange that your request hasn't been implemented in the language by decoupling the `locale` module's use of currency value and that currency's display properties.",0,emothion_gold_standard,love
could you explain why we need wrap this code in guiactionrunner?,-1,SentiCR,
i know i've mentioned this several times before but scott meyer's book [effective stl]( covers these gotchas in a clear way.,0,emothion_gold_standard,love
